,ID,Reference
29,faq_032,"Amebaブログでは文字のサイズやスタイル、文字色やマーカーなどを使って文章を表現することができます。
①文字サイズは、文章内で表示させるサイズをXS〜XXLサイズまでの6段階に変更できます。
②見出しは、文章が読みやすくなるように見出しになる部分が強調されます。
③太字は、表示される文字を太くして強調させることができます。
④斜体は、表示される文字を斜めに傾けることができます。
⑤下線は、表示される文字の下に線を引くことができます。
⑥打ち消し線は、表示される文字に線を重ねることができます。
⑦文字色は、表示される文字の色を変更できます。
⑧マーカーは、表示される文字の下に色を帯状に塗ることができます。
⑨文字装飾のリセットは、装飾した部分を元の状態にリセットすることができます。"
30,faq_033,"Amebaアプリでは、記事デザインという記事ごとに適用されるデザインの形式が用意されています。
記事デザインを使うことで、同じ内容でも見やすく素敵な記事が簡単に投稿できます。
※パソコンからのご利用方法については、こちらのヘルプページをご参照ください。
記事デザインの使い方
1．アプリを起動し、ホーム画面右したのペンマークをタップします。
2．記事を編集する画面の下部にあるバナーから記事デザインの選択ができます。
3．記事デザインは、見出しのデザインのみなど一部の挿入も可能です。"
31,faq_034,"Amebaブログでは、記事本文中に画像・動画・絵文字を入れることができます。
標準（初期）設定としてご利用いただいている最新版エディタでのご利用方法をご案内いたします。
■操作の流れ
ホームからブログを確認画面に遷移し、記事本文入力ページで画像・動画・絵文字を入れます。

■操作手順
Amebaホームにアクセス
画面右側にある「ブログを書く」をクリック
ブログを書く画面の記事本文入力欄をクリックし、画面右側の「画像・動画・絵文字」を入力

■入力画面
ブログを書く画面の右側「右サイドパネル」の各番号のマークをクリックすると操作できます。
①パソコンの中に保存されている画像や動画をアップロードできます。
アップロードが終わると同じ画面の下に画像が表示されるため、
本文の中で入力したい位置でクリックしてください。
②絵文字を選択・入力できます。
③YouTubeの動画を検索・入力できます。"
32,faq_035,"ブログデザインの設定は、
・パソコン
・スマートフォンブラウザ
のそれぞれでデザインの設定が可能です。
※パソコンとスマートフォンブラウザのデザインは連動していません。
また、Amebaアプリから閲覧した際のデザイン設定はできません。
※アプリからブログ閲覧時、右上の地球儀マークをタップするとスマートフォンブラウザで設定したデザインの表示になります。
※芸能人・有名人ブログで表示されているブログトップ画像の設定はご利用いただけません。
■スマートフォンブラウザのデザイン変更方法
ブログデザインを変更するには（スマートフォン）をご確認ください。
■パソコンのデザイン変更方法
パソコンのデザインの変更ページでは、ブログの背景色、背景画像、各ボックスのカラー変更、テキストのカラー変更等が可能です。
個性を活かしたブログデザインにチャレンジしてみてください。
デザイン変更ページより、お好みのブログデザインをクリックし、レイアウトを選択てイメージの確認をしてください。
適用ボタンのクリックで設定が完了します。
ブログデザイン
スタンダード、タイル、リストの3種類の記事の見せ方があります。
新着のデザインやおすすめのデザインから、お好みのタイプを選んでください。
レイアウトの変更
カラムの種類や位置を選択できます。"
33,faq_036,"AmebaブログではX(旧Twitter)と連携した以下の機能をご利用いただけます。
記事の投稿後、X(旧Twitter)にシェアする
記事を投稿した後にX(旧Twitter)へのシェアがそのままできます。
アプリから投稿する場合は、記事投稿完了画面に表示される「シェアする」をタップし、X(旧Twitter)を選択の上シェアをしてください。
パソコンから投稿する場合は、記事投稿完了画面に表示されるX(旧Twitter)アイコンをクリックの上シェアをしてください。
ブログ記事本文へポスト（ツイート）を埋め込む
以下の方法でX(旧Twitter)の埋め込みができます
ポスト（ツイート）のリンクをコピーして、記事投稿画面で張り付けていただく
ポスト（ツイート）の埋め込みコードを取得いただき、HTML編集画面よりコードを張り付けていただく
※参照：X(旧Twitter)ヘルプセンター
https://help.twitter.com/ja/using-twitter/how-to-embed-a-tweet
記事下へ自分のX(旧Twitter)リンクを設置する
ブログ記事下に、ご自身のX(旧Twitter)ページへのリンクを掲載できます。
SNSプロフィール設定にて、ご自身のTwitterURLを入力してください。
アプリから設定する場合
ホーム→ブログ管理→設定・管理→SNSプロフィール
パソコンから設定する場合
https://blog.ameba.jp/ucs/snsprofile/srvsnsprofileinput.do"
34,faq_037,"記事のアクセス数を増やす4つのポイントをご案内します。
1.カバー画像を設定する
読者はまず最初にブログを読む前にタイトルと記事のカバー画像を見て読むかどうかの判断をします。
特にカバー画像は視覚的に内容を伝えられるので
記事内容に合った画像
一見して興味を持ちやすい画像

を意識してカバー画像を選ぶのがオススメです。
カバー画像の詳細は以下のスタッフブログをご参照ください。
https://ameblo.jp/staff/entry-12609204870.html
2.読む人を意識したタイトルにする
カバー画像同様に、読者・フォロワーに『何を書いた記事か？』をタイトルだけでもわかってもらえることが大切です。
タイトルにブログ記事に関連するキーワードが含まれていると、何について書かれたブログかがよりわかりやすいです。
また、検索結果にも良い傾向が出ると言われています。
3.記事内に画像を掲載する
画像があると記事一覧でもサムネイルが表示され、興味を持ってもらいやすくなります。
また、記事内に画像がある投稿はない投稿と比べると、PVが1.5倍ほど高いというデータもあります。
例えばこの2つの記事、同じ内容でも画像がある記事のほうがより内容がイメージでき読みやすいと思いませんか？
4.SNSにシェアする
書いたブログをSNSで紹介すると、Ameba以外の人にも読んでもらえるチャンスが広がります。また、各SNSには特徴があるため、シェアする際にはそれぞれのポイントを意識すると読まれやすくなります。
▼X(旧Twitter)
Amebaブログでは、記事投稿後にX(旧Twitter)にもシェアすることができます。
記事の内容を短く説明した文章と一緒にブログ記事のURLをポスト（ツイート）すると、より多くの人の目に留まりやすくおすすめです。
また、カバー画像の設定をしていただくことで、X(旧Twitter)にシェアした際に読者に注目してもらいやすくなります。
▼Instagram
Amebaブログでは、ブログ投稿後にInstagramのストーリーズにシェアすることができます。
Instagramは写真が中心のSNSであるため、キレイで画質の良い写真を使うと多くの方がブログにも興味を持ってくれます。
▼Facebook
Facebookでは、X(旧Twitter)やInstagramよりも『文章』が注目されます。
ブログを書いた経緯や背景など自分の意見とセットでシェアすると、より多くの読者の目に止まり、ブログ記事への興味が高まります。
またX(旧Twitter)と同様に、カバー画像の設定をしていただくことで、Facebookにシェアした際に読者に注目してもらいやすくなります。"
35,faq_038,"フォローとは、お気に入りのブログ・更新状況を知りたいブログをフォローフィードに表示させる行為を指します。
フォローすることで更新をすぐに確認できます。ブログのフォローボタンよりフォローをお試しください。
フォローフィードは、パソコンのホーム画面の中段にあります。

また、アプリでは画面下部にある「フォロー」をタップすると表示されます。"
36,faq_039,"お気に入りのブログを見つけフォローすると、ホームで更新情報が確認でき、メールやプッシュでお知らせを受け取ることができます。
※アプリをご利用の場合は、こちらをご参照ください。
1．フォローしたいブログに表示されている「＋フォロー」をクリックします。
2．フォローの種類を選択しフォローします。

▶非公開でフォロー：相手や他のブロガーにお客様がフォローしていることが伝わりません。
▶公開でフォロー：相手にフォロー申請を送ることになります。フォローそのものはすぐにできていますが、相手に承認されることで相手のブログ上の「このブログのフォロワー」と自分のブログの「お気に入りブログ」にリンクが掲載されます。
3．ホーム画面でフォローしたブログの更新をご確認ください。
なお、更新通知メールやChromeブラウザで設定できるブラウザ通知は、フォロー管理で設定できます。
▶フォロー管理"
37,faq_040,"フォローしたブログに新しい記事が投稿された時にお知らせを受け取ることができます。
ご利用環境により受け取ることができるお知らせが異なるため、それぞれご確認ください。
パソコンをご利用の場合
アプリをご利用の場合
■メールやプッシュで通知を受け取る
メールとプッシュ通知でお知らせを受け取ることができます。
▶フォローしたブログの更新通知メールの設定方法
※プッシュ通知に関し、ご利用の端末での設定がONになっていないとAmebaの設定ができません。ご利用端末内の設定ページもあわせてご確認ください。"
38,faq_041,"ブログを書く際に所属することができるジャンルの名称です。
ジャンルに入らずに記事を書いてもまったく問題ありません。
公式ジャンル毎に総合・記事ランキング、ジャンルに紐づくハッシュタグのランキングがあります。
ハッシュタグを除き、総合と記事のランキングに入る場合は、該当の公式ジャンルに所属する必要があります。ご希望に応じて以下の手順でジャンルをお選びください。
記事と書くアカウントにログイン
公式ジャンルの設定ページへアクセス
参加するジャンル名をタップ・クリック
※【 テーマ 】の他に【 日記 】【 企業 】のタブをタップ・クリックするとその他のジャンルもあります
ジャンルの確認画面にて確認後【保存する】をタップ・クリック"
39,faq_042,"ランキングの集計は、ページビューだけでなく、様々な要素により集計しランキング化しています。
また、Ameba公式ジャンルには以下2つのランキングがありますが、それぞれ別の仕組みで集計しており、一方のランキングが上がった場合でも、もう一方のランキングが下がることもございます。
ジャンル総合ランキング
ジャンル人気記事ランキング
仕組みについては非公開とさせていただいておりますが、「ページビュー」によってのみ決まるものではないため、ある日よりもページビューが増えた場合でも、ランキングが下がる場合がございます。あらかじめご留意ください。"
40,faq_043,"Ameba公式ジャンルの設定・確認は以下のページできます。
設定できるジャンルは1つです。
■Ameba公式ジャンル設定ページ
ご自分のブログの内容に近いジャンルを設定してください。
ジャンル以外の記事を投稿いただいても問題ございませんが、ランキングに反映されない場合がございます。"
41,faq_044,"月間全体ブログランキングは、毎月１日に発表します。
月間全体ブログランキングで下記に当てはまる方に、ドットマネーをプレゼントします。
※ドットマネーのプレゼントには、発表から１週間ほどお時間をいただきますのでご了承ください。
■月間全体ブログランキングが上位20位以内の方、それぞれの順位に対するドットマネーは以下の通りです。
1位：5,000マネー
2位：4,500マネー
3位：4,000マネー
4位：3,500マネー
5位：3,000マネー
6位：2,500マネー
7位：2,000マネー
8位：1,500マネー
9位：1,000マネー
10位： 500マネー
11位～20位：300マネー
月間全体ブログランキングはランキングページからご確認ください。
※ドットマネーは、スマートフォン・パソコンからご利用いただけます。
※ドットマネーは有効期限がございますので予めご了承ください。"
42,faq_045,"プロフィールについては、プロフィール編集ページより設定することが可能です。
各項目の設定方法は以下の手順をご確認ください。
※スマートフォンから操作する場合は、ヘルプのプロフィールの設定方法(スマートフォン)をご参照ください
・カバー画像設定 / 変更方法
・プロフィール画像設定 / 変更方法
・ニックネーム設定 / 変更方法
・自己紹介文設定 / 変更方法
・各種項目設定 / 変更方法
・フリースペース設定 / 変更方法
カバー画像を変更したい場合
1.カバー画像部分をクリック

2.画像をアップロード
※画像形式はgif、jpg、pngのみ、アップロード可能な画像容量は8MBまでです
※サイズを指定する場合は、横1120px・縦256pxをご用意ください

3.【設定する】をクリック
プロフィール画像を変更したい場合
1.プロフィール画像のアイコンをクリック

2.画像をアップロード
※画像形式はgif、jpg、pngのみ、アップロード可能な画像容量は8MBまでです
※ピグ画像を設定したい場合は「ピグでプロフィール画像を作る」をクリック

3.【設定する】をクリック
ニックネームを設定したい場合
1.ニックネーム入力欄をクリック

2.「64文字以内」で入力
自己紹介文を設定したい場合
1.自己紹介入力欄をクリック
※ニックネーム下の項目です

2.「20000文字以内」で入力
※自己紹介欄へ入力したURLはリンク表示される仕組みです
プルダウンの項目を設定したい場合
以下の項目を設定することができます。
・生年月日（設定後、変更することはできません）
・性別
・血液型
・出身地
・居住地
・ステータス（未既婚）
・職業（フリー入力も行えます）
1.プルダウンにて設定したい内容を選択

2.非公開にしたい場合は右側にあるチェックボックスへチェックを入れる
フリースペースを変更したい場合
1.フリースペースのタイトル入力欄をクリック

2.「48文字以内」で入力
3.フリースペース入力欄をクリック

4.「20000文字以内」で入力
※フリースペース欄へ入力したURLはリンク表示される仕組みです
なお、上記操作において画面右上にある「変更を保存」のボタンをクリック（タップ）することで変更内容が保存されます。
※カバー画像、プロフィール画像は設定した時点で保存されます"
43,faq_046,"アメンバーとは?
アメンバー機能を使うと、特定の会員に記事を限定公開することができます。
自分のプライベートな内容や、読みたい人にだけ読んでもらいたい記事などを書きたいとき、
「アメンバー限定公開」をすることで、読んで欲しい人にだけ記事を公開することができます。
※フォローとは異なる機能です。フォローはブックマークのような機能であり、一部の方への閲覧を意図した投稿機能・メンバー機能ではありません。
アメンバー限定記事を読むには?
アメンバー限定記事を読むには、アメーバIDでログイン（アメーバIDでの会員登録）をし読みたいブログの管理人のアメンバーになる必要があります。
アメンバーになっているかどうかは、ログインの上、アメンバー管理よりご確認ください。
※Amebaへの登録がない場合は、Amebaの会員登録（アメーバIDの登録）を行ってください。
登録方法は、Ameba会員登録の手順（PC）、Ameba会員登録の手順（スマートフォン）をご参照ください。
※すでにSNSアカウントでAmebaにログイン（登録）されている方は、外部SNSサービスのIDで登録したアカウントにアメーバIDを登録したいですをご参照ください。
※アメーバIDをお持ちですでにアメンバーになってるのに記事が閲覧できない場合は、アメンバーになっているのに記事が閲覧できませんをご確認ください。
限定記事を読むまでの手順
パソコンから操作する場合
1. Amebaにログイン後、限定記事の【アメンバーになる】ボタンをクリック
2. アメンバー申請ページでreCAPTCHAにチェックを入れた後、【アメンバー申請】をクリック
スマートフォンから操作する場合
1. Amebaにログイン後、限定記事へアクセスし、【アメンバー限定記事を読む】をタップ 
※アプリの場合は、再度「アメンバー限定記事を読む」をタップ
2. アメンバー申請ページでreCAPTCHAにチェックを入れた後、【アメンバー申請】をタップ

※パソコン・スマートフォンいずれの申請も、申請が承認されるとアメンバー限定記事が読めるようになります。
※相手に知らせてフォローしたい場合は、「非公開でフォローする」のチェックをはずしてアメンバー申請後、改めてフォローを行ってください。
アメンバーの承認・削除・通知メールの設定
以下の各ページで設定ができます。
ご自身がアメンバーに承認したブロガーを確認する
ご自身がアメンバーになっているブログを確認する
その他アメンバー限定記事についてのQ&A"
44,faq_047,"記事公開時に、アメンバー限定記事限定記事を選択し投稿を行ってください。
・Amebaアプリから投稿する場合：記事を入力を、「次へ」をタップ。
投稿設定画面の最下部にある「公開範囲：アメンバー限定」に緑のチェックを入れ、「投稿する」をタップ
・パソコンから投稿する場合：記事投稿時に公開範囲：アメンバー限定にチェックを入れてクリック
・スマートフォンブラウザから投稿する場合：記事投稿時に公開範囲を「アメンバーに限定公開」にし「投稿する」をタップ
また、投稿済の記事（全員に公開した記事）をアメンバー限定記事に変更することも可能です。
記事編集から、対象の記事を選択し上記手順にて再公開を行ってください。"
45,faq_048,"アメンバーの承認は、アメンバー管理より行ってください。
■アメンバー管理 あなたの承認待ち
https://blog.ameba.jp/ucs/amember/wait_approve.do
アメンバーを承認する場合は「する」を、しない場合は「しない」を選択してください。"
46,faq_049,"キーワード検索や各ジャンルページ、ハッシュタグ検索から興味のあるブログを探すことができます。
・キーワード検索について
キーワードを含むブログタイトル・ハッシュタグや、記事本文中に該当キーワードを含む投稿を検索することが可能です。
▶Amebaアプリをご利用の場合
→ホーム上部にある「キーワードで検索」または、中央下部の「見つける」よりキーワードを入力して検索してください。
▶スマートフォンブラウザをご利用の場合
→ホーム画面中央（最近見たブログの新しい記事の下／ブログランキングの上）にある「Ameba検索」より検索してください。
また、こちらのリンクからアクセスして、Ameba検索をおためしください。
・ジャンルから探す
各ブログが参加しているジャンルから探すことも可能です。
各ジャンルのランキングやトピックスからブログ・記事を閲覧することができます。
▶Amebaアプリをご利用の場合
→中央下部の「見つける」をタップした後、右側に表示されている「+」をタップし、気になるジャンルをタップ。
▶PC・スマートフォンブラウザをご利用の場合
ブラウザにて閲覧されている場合にはこちらのジャンル一覧ページからご希望のジャンルを選択して下さい。

・ハッシュタグから探す
投稿者が記事につけたハッシュタグから関連する記事を閲覧することが可能です。
▶Amebaアプリをご利用の場合
1.ホーム上部にある「キーワードで検索」から探したいハッシュタグを入力
2.ハッシュタグの項目から選択
▶PC・スマートフォンブラウザをご利用の場合
ブラウザにて閲覧されている場合にはこちらの人気のハッシュタグページからご希望のハッシュタグを選択するか、ハッシュタグをキーワード入力して検索してください。"
47,faq_050,"コインとは、Amebaで展開するサービスの前払式支払手段です。1円＝1コインとしてご購入いただけます。
※販売価格は税込みですが、反映されるコイン数は税抜きの価格となります。
購入したコインについては、AmebaマンガやAmeba占い館SATORIをはじめとする、Amebaの各サービス内でご利用できます。
※コインという名称が含まれる前払式支払手段の中には、該当のアプリでのみ利用できる（該当のアプリ専用の）コイン等もございます。購入の際にはよくご確認ください。
また、ABEMAで利用できるABEMAコインとも異なりますのでご注意ください。
その他関連記事
・利用可能な決済手段を教えてください
・コインの所持額や明細はどこで確認できますか？"
48,faq_051,"プロフィールは、プロフィール編集ページより設定することが可能です。
Amebaアプリでは、以下から設定可能です。
ホーム左上メニュー【三】＞設定・ヘルプ＞プロフィール設定
プロフィール編集では、プロフィールページの以下項目の変更ができます。
①カバー画像
②プロフィール画像
③ニックネーム
④自己紹介
⑤性別、生年月日、血液型等
⑥SNS情報
⑦アメンバー一覧
⑧フリースペース

設定変更方法は、以下の通りです。

①カバー画像とプロフィール画像の設定ができます。
「撮影またはライブラリから選択」をタップして画像をアップロードしてください。
※サイズを指定する場合は、横1120px・縦256pxをご用意ください 
②以下の項目の変更ができます
・ニックネーム
・自己紹介
・生年月日
・性別
・血液型
・出身地
・居住地
・未既婚
・職業
※ニックネーム以外は、非公開にチェックを入れていただくことで、表示させない設定も可能です。
※一度設定した生年月日を変更することはできません。
※生年月日を非公開としている場合、一部、生年月日が確認できるページがありますが、他者には表示されていませんのでご安心ください。
③フリースペースを入力できます。
④自分のブログのアメンバー一覧の表示設定ができます。
デフォルトは、表示させない設定になっています。
⑤プロフィールページに表示するSNS情報を設定できます。
※パソコンから操作する場合は、ヘルプのプロフィールの設定方法（PC）をご参照ください"
49,faq_052,"Ameba Newsでは各種配信サイトからのニュースをはじめ、Amebaブログ発のニュースなどを配信しております。
▶Ameba Newsトップページ
特にAmebaブログ発のニュースは、オフィシャルブロガーの皆さんの記事から、さまざまなエピソードをご紹介しております。
▶Ameba News/ブログ発
PCのホーム画面上部のリンクやスマートフォンブラウザのホーム画面上部にもニュースへのリンクがございますのでぜひご覧ください。"
50,faq_053,"ボーナスコインは、キャンペーンなどで獲得できるコインです。
また、ボーナスコインは一部の対象アプリのみで利用が可能です。
上記の通り、利用できるアプリが限定されるほか、以下の制限等がございますのでご注意ください。
※ボーナスコインの注意事項※
ボーナスコインには、有効期限がある場合がございます。期限については所持コインを確認するページ等にて表示しておりますのでご注意ください。有効期限を過ぎると自動的に失効します。
ボーナスコインは対象アプリでのみ使用可能です。一部のサービスでは、ボーナスコインを所持していた場合でも、コインの消費を行うことができない場合があります。
ボーナスコインは通常のコインより優先的に消費されます。"
51,faq_054,"届かない原因と対策を3点記載しています。ご確認ください。
1．パスワード再設定通知は、以下の項目に当てはまる場合は受信できません
ご確認いただいた上で、以下にある「パスワードの再設定を行う」からパスワード再設定をお試しください。
※お持ちのメールアドレスで心当たりのあるものをいくつかお試しください
・Amebaに登録したメールアドレスではない場合
※パスワード再設定通知は、登録が済んでいるメールアドレスに届きます。
※登録したメールアドレスが使えない場合は、サポート窓口で登録状況を確認させていただきますのでお問い合わせください。
・入力しているメールアドレスの前後に不要な空白が含まれている場合
※大文字小文字が間違っていたり、Capital Lock状態になっていないかご確認ください
・お客様が「ameba.jp」ドメインを受信拒否している、またはご利用のメールサービスで、Amebaからのメールが受信できないようになっている場合
※受信設定については、ご利用メールサービスの窓口へお問い合わせください
・HotmailやOutlookのメールアドレスは特に受信フィルターが強力になっています。
以下Microsoftヘルプページをご確認の上、受信フィルターの設定を変更をお試しください。
Microsoftコミュニティ
■パスワードの再設定を行う
※Amebaからメールが届きます。10分以内にメール内に認証コードを上記の再設定画面に入力し、新しいパスワードを設定してください。
パスワード再設定の操作がご不明な場合には、以下ヘルプページをご確認ください。
■パスワードを忘れました
２．メールアドレスの認証がおこなわれていない
Amebaのパスワード再設定通知は、登録メールアドレス宛に送信されます。
しかしながら、登録メールアドレスの認証がおこなわれていない場合は、再設定メールが送信されません。
メールでお問い合わせいただき必要な確認がとれましたら、認証済みへの変更対応をとらせていただきます。
※メールアドレスが認証済みになることで、パスワード再設定通知の受け取りと、パスワード再設定をご自身でおこなっていただけます。
メールアドレスの認証がされていないために再設定通知が届かないお客様は、以下の項目を記載し【メール】にてお問い合わせください。
■ログインできないアメーバID：
■ログインできないブログURL：
■登録を行ったメールアドレス：
３．外部サービス(Apple ID、Google、Yahoo!JAPAN、X(旧Twitter)、Facebook)アカウントでAmebaを利用されていませんか？
外部サービスアカウントでAmebaをご利用の場合は外部サービスの認証情報にてログインしているため、Amebaのパスワード再設定機能をご利用いただけません。
※どの外部サービスで登録したかお忘れの場合、パスワード再設定を行うことで、外部サービス名を確認することは可能です。
外部サービス名を確認後、ログインを行う場合は、こちらから該当の外部サービスを選択した後ログインをお試しいただけると幸いです。
※別のアカウントでログインを行っている場合は、ログアウトした後、操作をお願い致します。
※Amebaでは各外部サービスのパスワード情報を有していないため、パスワードを失念された場合は該当のサービス窓口までご相談をお願い致します。
なお、上記をご確認いただいても問題が解決しない場合は、 メール（お問い合わせフォーム）にてお問い合わせください。"
52,faq_055,"Amebaのパスワード再設定メールは、登録したメールアドレス宛に送信されます。
※認証していない場合はメールは送信されません。
メールアドレスの認証がされていないために再設定通知が届かないお客様は、以下の項目を記載し【メール】にてお問い合わせください。
------------
■ログインができないアメーバID：
■ログインができないブログURL：
■登録を行ったメールアドレス：
------------
メールでお問い合わせいただき必要な確認がとれましたら、認証済みへの変更対応をとらせていただきます。
※認証済みになることで、パスワード再設定通知の受け取りと通知からのパスワード再設定が可能です。"
53,faq_056,"Amebaアプリが最新バージョンでない場合、ログインに失敗する可能性があります。
利用中のアプリが最新バージョンになっているかご確認いただき、以下リンクよりアップデートをお試しください。
・iOS端末をご利用のお客様
https://apps.apple.com/jp/app/apple-store/id349442137
・Android端末をご利用のお客様
https://play.google.com/store/apps/details?id=jp.ameba
最新版アプリを利用しているにもかかわらず、エラーメッセージが表示されている場合や、
正常にアプリが動作せずログインできない場合は、以下から当てはまる内容をご確認ください。
X(旧Twitter)アカウントでのログインをお試しの場合
現在、スマートフォン端末をご利用で、端末内にXアプリをインストールされている場合、Xアカウントでのログイン・新規登録ができません。
Xアプリをインストールされている場合には、Ｘアプリをアンインストールした状態でログインをお試しください。
また、今後、Ｘアカウントでのログインができなくなる可能性がございます。こちらから詳細をご確認ください。
「認証失敗」や「ご指定のページを表示できません」といったメッセージが表示される。
利用されている端末やブラウザの設定に起因している可能性が考えられます。
以下をご確認の上、設定内容の変更をお試しください。
■Android端末をご利用の場合
・日付と時刻の設定方法を見直す
※以下ページをご参考に設定内容を見直してください
https://otasuke-robot.front.smt.docomo.ne.jp/android/day.html?utm_content=redirect&
・ChromeブラウザのCookie設定を見直す
「Cookieを許可する」または「シークレットモードでサードパーティのCookieをブロックする」に変更する
※設定変更についてはChromeブラウザヘルプページをご確認ください。
■iOS端末をご利用の場合
・SafariブラウザのCookie設定を変更する
1.端末の「設定」アプリを起動
2.Safari を選択
3.「プライバシーとセキュリティ」の項目にある
「すべてのCookieをブロック」と
「サイト越えトラッキングを防ぐ」のスイッチをオフにする
・端末の日付時刻設定を変更する
1.iPhoneの設定アプリを起動
2.「一般」をタップ
3.「日付と時刻」をタップ
時刻が誤って設定されている、自動設定がOFFになっている場合には修正をおこなってください
iOS版アプリでログインボタンが反応しない場合
端末設定に起因している可能性が考えられます。以下操作手順で設定の変更をお試しください。
1.端末の設定アプリを選択
2.「スクリーンタイム」を選択
3.「コンテンツとプライバシーの制限」 を選択
4.「コンテンツ制限」 を選択
5.「Webコンテンツ」 を選択
6.「無制限アクセス」に設定する
iOS版アプリで「チェックボックスにチェックを入れてください」と表示されているのに画像認証が表示されない場合
端末設定に起因している可能性が考えられます。以下操作手順で設定の変更をお試しください。
1.端末の設定アプリを起動
2.「Safari」を選択
3.「詳細」をタップ
4.「JavaScript」の項目が有効になっていない場合は有効にする
上記とは異なるエラーメッセージの表示、事象を確認されている場合や、
設定変更後もログインできない場合にはお問い合わせフォームより、事象の詳細をお書き添えの上、ご連絡ください。"
54,faq_057,"「IDまたはパスワードが違います」と表示される場合、ログインフォームへ入力されたアメーバID・パスワードに誤りがあるか、
アメーバIDを持たないアカウントでブログ管理画面などのアメーバIDが必要なログインフォームへログインを試されている状態です。
お客様がお困りの状況に合わせて、以下の各項目をご確認ください。
■ブログページをお持ちで、入力したアメーバIDとパスワードでログインができない
正しいアメーバIDとパスワードを入力したにもかかわらず、該当のエラーが表示される場合、
既にパスワードを変更している
異なるアカウントのアメーバIDを入力している
入力内容にスペースが含まれている
全角入力になっている、大文字小文字が異なる
など、入力された内容に誤りがあることが考えられます。
複数回お試しいただいても該当のエラーが表示される場合は、【 パスワードを忘れた場合 】からパスワードの再設定を行ってください。
登録しているメールアドレスを入力し送信ボタンを押すと、Amebaのパスワード再設定の認証コードが記載されたメールが届きます。
「Amebaのパスワード再設定の認証コード: ******」という件名のメールが届きます
認証コードのメールは「登録したメールアドレス」宛に届きます。登録しているメールアドレス以外を入力した場合はメールは届きません。心当たりのあるメールアドレスでお試しください。
パスワード再設定の詳細な操作についてはこちらのヘルプページをご確認ください。
■パスワードを忘れました
https://helps.ameba.jp/faq/entry/id/top_11.html
なお、ログインフォームへの入力の際は、大文字小文字が間違っていたり、Capital Lock状態になっていないかもあわせてご確認ください。
■ブログページを作成した覚えがなく、入力したアメーバIDとパスワードでログインができない
アメーバIDを所持しておらず、メールアドレスのみ・SNSアカウントで登録されているアカウントであることが考えられます。
ブログ管理画面などの一部ログインフォームからはログインができません。
以下URLよりログインをお試しいただきますようお願いいたします。
https://auth.user.ameba.jp/signin
なお、SNSアカウントのログイン情報がご不明でお困りの場合にはこちらのヘルプページをご確認ください。
また、メールアドレスやSNSアカウントにて登録されているアカウントへのアメーバID取得をご希望される場合には、こちらのヘルプページをご確認の上、取得操作をお試しください。
お困りの状況が改善しない場合は、お問い合わせフォームよりアカウント情報確認のため、「登録した心当たりのあるアメーバID」「メールアドレス」「ログインできずにお困りの事象の詳細」をご記入の上お問い合わせいただきますようお願いいたします。
その他関連記事
・パスワード再設定が届かない
・パスワード再発行メールが届きません（外部サービスIDを利用している）
・退会したいがログインできない"
55,faq_058,"パスワード再設定通知は登録メールアドレス宛へ送信されます。 
機種変更等で登録メールアドレスが現在ご利用できない場合、パスワード再設定通知を受け取ることができません。 
その場合、一定の確認を経て、現在ご利用可能なメールアドレスへと変更対応をさせていただきます。
なお、「登録メールアドレス」を把握していない場合、確認が行えず変更対応を行うことができません。
その場合、お心当たりのあるパスワードにてログインをお試しいただけますようお願いいたします。
※パスワードは半角英数字と記号の6文字から64文字にて設定いただいております 
メールアドレスの確認・変更をご希望の場合は以下の項目をご用意いただき、 メール（お問い合わせフォーム）にてお問い合わせください。
------------ 
■ログインができないアメーバID 
■ログインができないブログURL 
■登録メールアドレス 
■上記メールアドレスは現在も利用できるのか 
■変更ご希望のメールアドレス 
------------
登録メールアドレスが複数思い当たる場合は、すべてご記載いただければ確認させていただきます。"
